Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
2009,1,16,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBCIDY ON SPRAY PUMP IS 50IN HARYANA STATEPLEASE CONTECT ADO AGCONCERD IN AGRICULTURE GODAM ,29.8573,76.4545
2009,1,16,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF DISITIVE SYSTUM,Escalation Level 2,29.8573,76.4545
2009,1,16,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF WOUND WORM,Escalation Level 2,29.8573,76.4545
2009,1,17,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING WTHERING IN DISST HISSAR ,TODAY IS CHANCE TO RAIN  40,29.8573,76.4545
2009,1,18,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,information regarding weather of hisar ,i told the kisan today is 40 chance in rain,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL WHITE RUST IN MUSTERED CROP ,SPRAY TO DIATHIAN M-45  600 GM IN 250-300 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING IMRPROVED VARITIES OF ORKA ,THE IMPROVED VARITIES OF ORKA  BARSA UPHAR  HISAR UNNAT  PUSA SAVNI,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW OF MUSTERED CROP ,SPRAY TO MANCOZIB  600 GM IN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS 50 CHANCE OF RAIN,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SOWING TIME OF ORKA CROP ,THE SOWING TIME OF ORKA  FEB -MARCH,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVATER ,I TOLD THE KISAN TO CONTECT ADOAG CONCERD BLOCK,29.8573,76.4545
2009,1,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBCIDY ON SPRAY PUMP IS 50IN HARYANA STATE PLEASE CONTECT ADO AG CONCERD AGRICULTURE GODAM,29.8573,76.4545
2009,1,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL CUT BORM IN GROM CROP ,SPRAY TO ENDOSUL  400 ML IN 100 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SOWING TIME OF ORKA ,THE SOWING TIME OF ORKA  FEB- MARCH ,29.8573,76.4545
2009,1,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,1,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL WHITE RUST IN MUSTTERED CROP ,SPRAY TODIATHAIN M 45  600 GM IN 250-300 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVATER ,I TOLD THE KISAN TO CONTACT ADO CONCERD IN BLOCK,29.8573,76.4545
2009,1,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF STOMACH PAIN,Escalation Level 2,29.8573,76.4545
2009,1,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL WHITE RUAT IN MUSTERED CROP ,SPRAY TO DIATHAIN M 45  600 GM IN 250-300 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF LOW MILK,Escalation Level 2,29.8573,76.4545
2009,1,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF DISITIVE SYSTUM ,Escalation Level 2,29.8573,76.4545
2009,1,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SOWING TIME OF OKRA CROP ,I TOLD THE KISAN SOWING TIME OF OKRA CROP :- FEB-MARCH,29.8573,76.4545
2009,1,24,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL APHID IN MUSRERED CROP ,SPRAY TO ROGOR  250-400 ML IN 250-400 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,24,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVATER,I TOLD THE KISAN THE SUBCIDY ON ROTAVATER IS 50IN HARYANA STATEPLEASE CONTECT ADO AG CONCERED BLOCK,29.8573,76.4545
2009,1,24,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL WHITE RUST IN MUSTERED CROP ,SPRAY TO DIATHIAN M-45  600GM IN 250-300 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SEED RATE OF OKRA CROP ,I TOLD THE KISAN SEED RATE OF OKRA CROP :- 16-18 KG ACRE ,29.8573,76.4545
2009,1,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING IMPROVED VARIRIES OF OKRA,THE IMPROVED VARITIES OF OKRA  FEB-MARCH,29.8573,76.4545
2009,1,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,26,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,26,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL APHID IN MUSTERED CROP ,SPRAY TO MITHAILDEMETAN  250-400 ML IN 250-400 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,26,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING TO IMPROVED THE VARITIES OF OKRA CROP ,I TOLD THE KISAN TO IMPROVED THE VARITIES OF OKRA CROP IS HISAR UNNAT PUSA SAVNI,29.8573,76.4545
2009,1,27,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,27,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVATER,I TOLD THE KISAN THE SUBCIDY ON ROTAVATER IS 50IN HARYANA STATE,29.8573,76.4545
2009,1,28,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL WHITE RUST IN MUSTTERED CROP ,SPRAY TODIATHAIN M 45  600 GM IN 250-300 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,1,28,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF HEATING ,Escalation Level 2,29.8573,76.4545
2009,1,29,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF HEATING,Escalation Level 2,29.8573,76.4545
2009,1,30,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,DIFICINCY OF ZINC SULPHATE ,SPRAY TO ZINC SULPHATE 500 GM AND 25 KG IN MIX 100 LITER OF WATER PER ACRE,29.8573,76.4545
2009,1,30,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SOWING TIME OF OKRA CROP ,I TOLD THE KISAN SOWING TIME OF OKRA CROP :- FEB-MARCH ,29.8573,76.4545
2009,1,31,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,1,31,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,CONTROL OF TELA IN MUSTERED CROP,SPRAY OF ROGOR  350 ML IN 200 LITERS OF WATER PER ACRE,29.8573,76.4545
2009,1,31,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBCIDY ON SPRAY PUMP IS 50IN HARYANA STATE PLEASE CONTECT ADO AGCONCERED IN AGRICULTURE GODAM,29.8573,76.4545
2009,1,31,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,1,31,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,2,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,2,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL LEAF CRUL IN TAMATO CROP ,SPRAY TO MALATHION  400 ML IN 200 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,2,2,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,2,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVATER,I TOLD THE KISAN TO CONTECT ADO CONCERD BLOCK,29.8573,76.4545
2009,2,3,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL TELLA OF MUSTERED CROP ,SPRAY TO ROGOR  400 ML IN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,3,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING TO THE SOWING TIME OF OKRA ,I TOLD THE KISAN TO THE SOWING TIME OF OKRA IS FEB - MAR,29.8573,76.4545
2009,2,3,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING TO IMPROVED THE VARITIES OF OKRA CROP ,I TOLD THE KISAN TO IMPROVED THE VARITIES OF OKRA CROP IS HISAR UNNAT PUSA SAVNI,29.8573,76.4545
2009,2,4,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SUBSIDY OF VERMI COMPOST ,I TOLD THE KISAN SUBSIDY OF VERMI COMPOST :- RS-1200 UPTO-RS -4800 ,29.8573,76.4545
2009,2,4,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,4,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF DOWNY MILDEW IN CHAPPAN PUMPKIN ,SPRAY TO INDOFIL M-45  400GM IN 200 LITER OF WATERACRE,29.8573,76.4545
2009,2,5,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBCIDY ON SPRAY PUMP IS 50IN HARYANA STATEPLEASE CONTECT ADO AGCONCERD IN AGRICULTER GODAM,29.8573,76.4545
2009,2,5,Miscellaneous,HISSAR,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,2,7,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING TO THE SOWING TIME OF OKRA ,I TOLD THE KISAN TO THE SOWING TIME OF OKRA IS FEB - MAR,29.8573,76.4545
2009,2,7,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF DOWNY MILDEW IN CHAPPAN PUMPKIN ,SPRAY TO INDOFIL M-45  400GM IN 200 LITER OF WATERACRE,29.8573,76.4545
2009,2,7,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,CONTROL OF BROWN LEAF RUST ,SPRAY OF DAYATHION M 45  800 GM IN 250 LITERS OF WATER PER ACRE,29.8573,76.4545
2009,2,9,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,9,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,10,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN N-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,11,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600 GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,11,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,WEATHER OF KURUKSHETRA,TODAY IS 40  OF RAIN CHANCE,29.8573,76.4545
2009,2,12,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,13,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,14,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL DOWNEY MILDEW OFMUSTERED CROP ,SPRAY TO DITHAN -M- 600 GM IN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,14,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL TELA IN MUSTERED CROP ,SPRAY TO MITHIOL DEMETAN  400 ML IN 400 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,2,14,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,14,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,CONTROL OF BLAST IN BARSEEM CROP,SPRAY OF BAVISTEN  400 GM IN 200 LITERS OF PER ACRE,29.8573,76.4545
2009,2,15,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,15,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO DAYATHEAN M45  500 GM IN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,16,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING TO THE SOWING TIME OF OKRA CROP ,I TOLD THE KISAN TO THE SOWING TIME OF OKRA CROP IS FEB - MAR,29.8573,76.4545
2009,2,16,Miscellaneous,HISSAR,9999,JAYAD,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVTER ,I TOLD THE KISAN TO CONTECT ADO CONCERD BLOCK,29.8573,76.4545
2009,2,17,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,SOWING TIME OF OKRA CROP ,SOWING TIME OF OKRA CROP :- FEB-MARCH ,29.8573,76.4545
2009,2,18,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,18,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST OF MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,19,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF DOWNY MILDEW IN CHAPPAN PUMPKIN ,SPRAY TO INDOFIL M-45  400GM IN 200 LITER OF WATERACRE,29.8573,76.4545
2009,2,19,Miscellaneous,HISSAR,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE SOWING TIME OF OKRA CROP ,I TOLD THE KISAN TO THE SOWING TIME OF OKRA CROP IS FEB - MAR,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGADING SOWING TIME OF OKRA CROP ,THE SOWING TIME OF OKRA FEB-MARCH,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,plstell me sowing timeof bringal,you should sowing brinjil feb to march,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBCIDY ON ROTAVATER,I TOLD THE KISAN TO CONTECT ADO CONCERD IN BLOCK,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SOWING TIME OF LEADY FINGER,I TOLD THE KISAN THE SOWING TIME OF LEADY FINGER IS 15FEB TO MARCH,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,pls tell meany cont of drop flowering in pumpkin,you should applypilanofics,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF HEATING,Escalation Level 2,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,JAYAD,,HARYANA,flower droping in Chapel kadhu,spray 100 ml planofix in 200 l of water,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,JAYAD,,HARYANA,pls tell me varities of loki,pusa long pusa round,29.8573,76.4545
2009,2,20,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF WHITE RUST IN MUSTERED CROP ,SPRAY TO DAITHEN M-45  600GM IN 250 LITER OF WATERACRE,29.8573,76.4545
2009,2,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL OF ALTERNARIA BLIGHT IN MUSTRED CROP,SPRAY TO DITHEN M-45600 GM IN 200 LITER OF WATER PER ACRE,29.8573,76.4545
2009,2,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO IS NO CHANCE OF RAIN ,29.8573,76.4545
2009,2,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF LOW MILK ,Escalation Level 2,29.8573,76.4545
2009,2,21,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER ,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,2,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL POWDERY MILDEW IN MUSTERED CROP ,SPRAY TO MANCIZIB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING OF WEATHER,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,2,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,pls tell me cont of aphid,spray of metasistox 2ml per lit water,29.8573,76.4545
2009,2,22,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL DOWNEY MILDEW IN MUSTERED CROP ,SPRAY TO MENCOZEB  500 GMIN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,23,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGADING SOWING TIME OF OKRA CROP ,THE SOWING TIME OF OKRA FEB-MARCH,29.8573,76.4545
2009,2,24,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PLANTING TIME OF POPULAR ,PLANTING TIME OF POPULAR IS 15 JAN TO 15 FEB ,29.8573,76.4545
2009,2,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING TO IMPROVED THE VARITIES OF OKRA CROP ,I TOLD THE KISAN TO IMPROVED THE VARITIES OF OKRA CROP IS HISAR UNNAT PUSA SAVNI,29.8573,76.4545
2009,2,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF LOW MILK ,Escalation Level 2,29.8573,76.4545
2009,2,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PLANTING TIME OF POPULAR ,I TOLD THE KISAN PLANTING TIME OF POPULAR IS 15 JAN TO 15 FEB ,29.8573,76.4545
2009,2,25,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,PROBLEM OF HEATING ,Escalation Level 2,29.8573,76.4545
2009,2,26,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,IMPROVED VARITIES OF OKRA ,I TOLD THE KISAN IMPROVED VARITIES OF OKRA:- PUSA SAVNIHISAR UNNATVERSA UPHAR ,29.8573,76.4545
2009,2,26,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL TELLA OF MASUR CROP ,SPRAY TO ENDOSULPHAN  500 ML IN 200 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,27,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,HOW TO CONTROL ALTERNARIA OF MUSTERED CROP ,SPRAY TO DITHAN-M-45  600 GM IN 250 LITRE OF WATER ACRE ,29.8573,76.4545
2009,2,28,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,UKELIPTUS KE PAUDHE KO KITANI DOORI PAR LAGAYE,AAP 2X2M PAR LAGAYE,29.8573,76.4545
2009,2,28,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SOWING TIME OF OKRA CROP ,THE SOWING TIME OF OCRA CROP FEB-MARCH ,29.8573,76.4545
2009,2,28,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SOWING TIME OF PUMPKIN CROP,I TOLD THE KISAN THE SOWING TIME OF PUMPKIN CROP IS 15 FEB TO MARCH,29.8573,76.4545
2009,2,28,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATOION REGARDING OF WEATHER,TO DAY IS NO CHANCE OF RAIN,29.8573,76.4545
2009,3,1,Miscellaneous,HISSAR,9999,JAYAD,,HARYANA,HOW TO CONTROL BLIGHT OF TATMTO CROP ,SPRAY TO INDOFIL M 45  400 GM IN 200 LITRES OF WATER  ACRE ,29.8573,76.4545
2009,3,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SUBSIDY ON ROTAVATER ,I TOLD THE KISAN TO CONTACT ADOaG CONCERD IN BLOCK,29.8573,76.4545
2009,3,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING THE SOWING TIME OF OKRA CROP,I TOLD THE KISAN THE SOWING TIME OF OKRA CROP IS 15 FEB TO MARCH,29.8573,76.4545
2009,3,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,INFORMATION REGARDING SOWING TIME OF OKRA ,I TOLD THE KISAN : FEBRUARY TO MARCH ,29.8573,76.4545
2009,3,1,Miscellaneous,HISSAR,9999,KHARIF,,HARYANA,SOWING TIME OF MUCKMELON ,I TOLD THE KISAN : FEB TO MARCH ,29.8573,76.4545
